Origin Country,Named Delivery Place [NDP],Incoterm,Commodity,Specific Commodity,GMO,Packaging Type,Price      ($/mt),Last Updated,Capacity (mt),Lead Time (days),Source
NICARAGUA,MANAGUA (NICARAGUA),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,715,41788,100000,60,SCIPS
NICARAGUA,GUATEMALA CITY (GUATEMALA),DAP,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,0,41704,100000,60,SCIPS
BOLIVIA,SUCRE (BOLIVIA),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Packet,0,41732,100000,60,SCIPS
EL SALVADOR,ACAJUTLA (EL SALVADOR),FOB,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,0,41712,100000,60,SCIPS
BRAZIL,PARANAGUA (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,880,42089,100000,60,SCIPS
GUATEMALA,STO TOMAS CASTL (GUATEMALA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),GMO,Bag,0,41718,100000,60,SCIPS
GUATEMALA,CAUCEDO (DOMINICAN REP.),CFR,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),Non GMO,Bag,0,41718,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,Non GMO,Bag,280,42527,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Pasta (FOOD - CEREALS & GRAINS),PASTA,Non GMO,Packet,950,41886,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),FCA,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,393.45,42377,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,170,42586,100000,60,SCIPS
HONDURAS,LOS AMATES (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41820,100000,60,SCIPS
HONDURAS,CHIMALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41820,100000,60,SCIPS
HONDURAS,QUETZALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41820,100000,60,SCIPS
ETHIOPIA,PORT SUDAN (SUDAN),FOB,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,370,41823,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),MUNG BEANS,Non GMO,Bag,700,42744,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,550,42542,100000,60,SCIPS
DEM. REP. CONGO,GOMA (DEM. REP. CONGO),DAP,Beans (FOOD - PULSES & VEGETABLES),MIXED BEANS,Non GMO,Bag,770,42685,100000,60,SCIPS
MADAGASCAR,TOLIARA (MADAGASCAR),FCA,Peas (FOOD - PULSES & VEGETABLES),COW PEAS,Non GMO,Bag,547.2,42706,100000,60,SCIPS
TURKEY,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,800,42069,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,474.5,41907,100000,60,SCIPS
DEM. REP. CONGO,BUKAVU (DEM. REP. CONGO),DAP,Maize Meal (FOOD - CEREALS & GRAINS),WHITE MAIZE MEAL,Non GMO,Bag,650,42685,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1150,42815,100000,60,SCIPS
COLOMBIA,BOGOTA (COLOMBIA),DAP,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,952.87,42013,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,624.87,42642,100000,60,SCIPS
GUATEMALA,GUATEMALA (GUATEMALA),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,GMO,Bag,1020.8,42758,100000,60,SCIPS
SENEGAL,DAKAR (SENEGAL),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,777.5,42062,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,495,42082,100000,60,SCIPS
AUSTRALIA,MELBOURNE (AUSTRALIA),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,530,42153,100000,60,SCIPS
EGYPT,ALEXANDRIA (EGYPT),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,460,42488,100000,60,SCIPS
UTD.ARAB EMIR.,JEBEL ALI (UTD.ARAB EMIR.),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,0,41740,100000,60,SCIPS
SYRIA,AR-RAQQA (SYRIA),DAP,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,613,41637,100000,60,SCIPS
SENEGAL,CONAKRY (GUINEA),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,227.78,41626,100000,60,SCIPS
SENEGAL,BISSAU (GUINEA-BISSAU),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,157.45,41626,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),DAP,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,363.12,42811,100000,60,SCIPS
USA,RICHMOND (USA),FCA,Ready To Use Supplem (FOOD - MIXED & BLENDED FOODS),NUTRIBUTTER,Non GMO,Sachet,3260,42220,100000,60,SCIPS
BOLIVIA,LA PAZ (BOLIVIA),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,865.91,42082,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,0,41704,100000,60,SCIPS
NICARAGUA,MANAGUA (NICARAGUA),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41886,100000,60,SCIPS
NICARAGUA,GUATEMALA CITY (GUATEMALA),CIF,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41704,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,764,41714,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),DDP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,764,41714,100000,60,SCIPS
ARGENTINA,PUERTO CORTEZ (HONDURAS),CFR,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,0,42117,100000,60,SCIPS
PARAGUAY,ASUNCION (PARAGUAY),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,480,42082,100000,60,SCIPS
BOLIVIA,SANTA CRUZ (BOLIVIA),DAP,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,0,41732,100000,60,SCIPS
BOLIVIA,LA PAZ (BOLIVIA),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Packet,0,41732,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (DARK KIDNEY),Non GMO,Bag,950,42815,100000,60,SCIPS
GUATEMALA,LOS AMATES (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,473.91,42349,100000,60,SCIPS
MOZAMBIQUE,MAPUTO (MOZAMBIQUE),FCA,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,130,42783,100000,60,SCIPS
ETHIOPIA,NAZARETH (ETHIOPIA),FCA,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,534.95,42377,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,708.8,42802,100000,60,SCIPS
HONDURAS,SAN LORENZO (HONDURAS),DAP,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,800,42570,100000,60,SCIPS
GUATEMALA,CHIMALTENANGO (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41886,100000,60,SCIPS
GUATEMALA,QUETZALTENANGO (GUATEMALA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,41901,100000,60,SCIPS
DOMINICAN REP.,SANTO DOMINGO (DOMINICAN REP.),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41841,100000,60,SCIPS
TANZANIA,ARUSHA (TANZANIA),EXW,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,682,42384,100000,60,SCIPS
HONDURAS,SAN SALVADOR (EL SALVADOR),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,0,41887,100000,60,SCIPS
ARGENTINA,PUERTO CORTEZ (HONDURAS),CFR,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,41907,100000,60,SCIPS
ARGENTINA,PUERTO CORTEZ (HONDURAS),CFR,Peas (FOOD - PULSES & VEGETABLES),WHOLE GREEN PEAS,Non GMO,Bag,750,41915,100000,60,SCIPS
DEM. REP. CONGO,BUKAVU (DEM. REP. CONGO),DAP,Beans (FOOD - PULSES & VEGETABLES),MIXED BEANS,Non GMO,Bag,790,42685,100000,60,SCIPS
ARGENTINA,LA GUAIRA (VENEZUELA),CFR,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,41922,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,713.03,42013,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),EXW,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bulk,330,42072,100000,60,SCIPS
JORDAN,AMMAN (JORDAN),FCA,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),DATE BARS,Non GMO,Packet,0,42080,100000,60,SCIPS
ARGENTINA,SANTIAGO DE CUBA (CUBA),CFR,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,42104,100000,60,SCIPS
PARAGUAY,PUERTO CORTEZ (HONDURAS),CFR,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,559,42117,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,1100,42117,100000,60,SCIPS
IRAN,MERSIN (TURKEY),FOB,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,0,42411,100000,60,SCIPS
TURKEY,MERSIN (TURKEY),FOB,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,1274,42411,100000,60,SCIPS
COLOMBIA,CARTAGENA (COLOMBIA),FOB,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Sachet,14700,42584,100000,60,SCIPS
GUATEMALA,LOS AMATES (GUATEMALA),DAP,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1161.12,42269,100000,60,SCIPS
ARGENTINA,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,0,42444,100000,60,SCIPS
BRAZIL,SANTOS (BRAZIL),FOB,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,Non GMO,Bag,290,42268,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,0,42387,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Lentils (FOOD - PULSES & VEGETABLES),LENTILS,Non GMO,Bag,1280,42746,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,590,42445,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,725,42465,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT GREEN PEAS,Non GMO,Bag,490,42406,100000,60,SCIPS
NIGER,NIAMEY (NIGER),DAP,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,305,42429,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),EXW,Vegetable Oil (FOOD - OILS & FATS),SOYA BEAN OIL,GMO,Bag,1800,42669,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Peas (FOOD - PULSES & VEGETABLES),WHOLE GREEN PEAS,Non GMO,Bag,480,42746,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,395,42522,100000,60,SCIPS
TURKEY,ISKENDERUN (TURKEY),FOB,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,357,42551,100000,60,SCIPS
MALAWI,LILONGWE (MALAWI),FCA,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,0,42748,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,493.76,42619,100000,60,SCIPS
INDIA,MUNDRA (INDIA),FCA,Ready To Use Supplem (FOOD - MIXED & BLENDED FOODS),PLUMPY DOZ,Non GMO,Sachet,2550,42711,100000,60,SCIPS
MEXICO,SANTIAGO DE CUBA (CUBA),CFR,Vegetable Oil (FOOD - OILS & FATS),SOYA BEAN OIL,Non GMO,Pet Bottle,1290,42681,100000,60,SCIPS
PALESTINE,KALANDIA (PALESTINE),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,353,42712,100000,60,SCIPS
FRANCE,ROUEN (FRANCE),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - MEDIUM QUANTITY,Non GMO,Sachet,2426.78,42746,100000,60,SCIPS
PAKISTAN,KARACHI PORT (PAKISTAN),FOB,LNS (FOOD - MIXED & BLENDED FOODS),LNS - MEDIUM QUANTITY,Non GMO,Sachet,2642,42746,100000,60,SCIPS
SOUTH AFRICA,CAPETOWN (SOUTH AFRICA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - MEDIUM QUANTITY,Non GMO,Sachet,2140,42746,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,271.95,42807,100000,60,SCIPS
MEXICO,TOPOLOBAMPO (MEXICO),FOB,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,245,42758,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1150,42815,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,950,42815,100000,60,SCIPS
KENYA,ELDORET (KENYA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,355,42811,100000,60,SCIPS
KENYA,NAIROBI (KENYA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,403,42811,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),CFR,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,630,42355,100000,60,SCIPS
THAILAND,BANGKOK (THAILAND),FOB,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE FORTIFIED,Non GMO,Bag,365,42369,100000,60,SCIPS
TURKEY,BAGHDAD (IRAQ),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,376,42509,100000,60,SCIPS
TURKEY,ERBIL (IRAQ),DAP,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,423,42390,100000,60,SCIPS
GUATEMALA,GUATEMALA CITY (GUATEMALA),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),GMO,Bag,0,42424,100000,60,SCIPS
UGANDA,TORORO (UGANDA),DAP,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,349,42489,100000,60,SCIPS
TURKEY,MARTAS (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,715,42444,100000,60,SCIPS
KYRGYZSTAN,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),BEANS,Non GMO,Bag,880,42494,100000,60,SCIPS
CANADA,MONTREAL (CANADA),FOB,Lentils (FOOD - PULSES & VEGETABLES),LENTILS,Non GMO,Bag,886,42583,100000,60,SCIPS
BRAZIL,PARANAGUA (BRAZIL),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,760,42621,100000,60,SCIPS
BRAZIL,SANTOS (BRAZIL),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,760,42621,100000,60,SCIPS
TURKEY,GAZIANTEP (TURKEY),FCA,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,371,42614,100000,60,SCIPS
HONDURAS,LA CEIBA (HONDURAS),DAP,Vegetable Oil (FOOD - OILS & FATS),VEGETABLE OIL,Non GMO,Bag,1742.45,42642,100000,60,SCIPS
IRELAND,DUBLIN (IRELAND),FOB,Uht Milk (FOOD - DAIRY PRODUCTS),UHT MILK,Non GMO,Packet,775,42536,100000,60,SCIPS
GUATEMALA,CHIMALTENANGO (GUATEMALA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),GMO,Bag,1655.41,42248,100000,60,SCIPS
UGANDA,KAMPALA (UGANDA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,401,42811,100000,60,SCIPS
RWANDA,KIGALI (RWANDA),FCA,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,362,42489,100000,60,SCIPS
PAKISTAN,MANDRA (PAKISTAN),EXW,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,81,42598,100000,60,SCIPS
THAILAND,BANGKOK (THAILAND),FOB,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,321,42815,100000,60,SCIPS
BRAZIL,PORT-AU-PRINCE (HAITI),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,230,42358,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,510,42815,100000,60,SCIPS
URUGUAY,MONTEVIDEO (URUGUAY),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,530,42822,100000,60,SCIPS
ARGENTINA,CORINTO (NICARAGUA),CFR,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,588,42338,100000,60,SCIPS
URUGUAY,CORINTO (NICARAGUA),CFR,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,0,42338,100000,60,SCIPS
EGYPT,ALEXANDRIA (EGYPT),FOB,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE - SHORT/MEDIUM,Non GMO,Bag,0,42815,100000,60,SCIPS
ITALY,GENOVA (ITALY),FOB,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,850,42369,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,GMO,Bag,290,42772,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT YELLOW PEAS,Non GMO,Bag,550,42709,100000,60,SCIPS
EL SALVADOR,ACAJUTLA (EL SALVADOR),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,1430,42635,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Beans (FOOD - PULSES & VEGETABLES),BEANS,Non GMO,Bag,1150,42391,100000,60,SCIPS
ETHIOPIA,DIRE DAWA (ETHIOPIA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,271.55,42388,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Canned Fish (FOOD - FISH),CANNED TUNA FISH,Non GMO,Carton,140.63,42821,100000,60,SCIPS
TURKEY,DUHOK (IRAQ),DAP,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,415,42390,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,460,42815,100000,60,SCIPS
INDIA,MUNDRA (INDIA),FOB,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,0,42629,100000,60,SCIPS
CAMEROON,GAROUA (CAMEROON),FCA,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,368.44,42422,100000,60,SCIPS
INDIA,KRISHNAPATNAM (INDIA),FOB,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bulk,246.75,42495,100000,60,SCIPS
TURKEY,DUSHANBE (TAJIKISTAN),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,360,42544,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,1400,42759,100000,60,SCIPS
TURKEY,ISTANBUL (TURKEY),FCA,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,252,42608,100000,60,SCIPS
MEXICO,ALTAMIRA (MEXICO),FOB,Beans (FOOD - PULSES & VEGETABLES),PINTO BEANS,Non GMO,Bag,963,42647,100000,60,SCIPS
SOUTH AFRICA,HARRISMITH (SOUTH AFRICA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,Non GMO,Bag,556,42783,100000,60,SCIPS
FRANCE,DUNKIRK (FRANCE),FOB,Wheat (FOOD - CEREALS & GRAINS),WHEAT,Non GMO,Bulk,189.74,42726,100000,60,SCIPS
OMAN,DUBAI (UTD.ARAB EMIR.),DAP,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Sachet,1025,42767,100000,60,SCIPS
ARGENTINA,BUENOS AIRES (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),15% BROKEN RICE,Non GMO,Bag,465,42815,100000,60,SCIPS
ARGENTINA,ZARATE (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),15% BROKEN RICE,Non GMO,Bag,465,42815,100000,60,SCIPS
BRAZIL,CASABLANCA (MOROCCO),FOB,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,570,42789,100000,60,SCIPS
UKRAINE,ODESSA (UKRAINE),FOB,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,574,42789,100000,60,SCIPS
UKRAINE,ODESSA (UKRAINE),FOB,Sugar - White (FOOD - MISCELLANEOUS),SUGAR,Non GMO,Bag,574,42789,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1050,42811,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Maize Meal (FOOD - CEREALS & GRAINS),YELLOW MAIZE MEAL,Non GMO,Bag,430,42811,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Canned Fish (FOOD - FISH),CANNED FISH,Non GMO,Bag,136.72,42821,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Canned Fish (FOOD - FISH),CANNED SARDINE FISH,Non GMO,Bag,117.65,42821,100000,60,SCIPS
RWANDA,KIGALI (RWANDA),DAP,Maize (FOOD - CEREALS & GRAINS),MAIZE,Non GMO,Bag,378.17,42811,100000,60,SCIPS
BOLIVIA,TARIJA (BOLIVIA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,1057.6,42299,100000,60,SCIPS
PAKISTAN,KARACHI (PAKISTAN),EXW,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT YELLOW PEAS,Non GMO,Bag,450,42465,100000,60,SCIPS
EGYPT,ALEXANDRIA (EGYPT),FOB,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,0,42815,100000,60,SCIPS
TURKEY,BAGHDAD (IRAQ),DAP,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,462,42390,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,380,42447,100000,60,SCIPS
